order_id,product_id,customer_email,order_date,status,quantity,total_amount
52,473,user5302@shop.net,2025-07-26,delivered,10,147.44
53,562,user1625@mail.com,2025-02-23,delivered,1,91.77
54,578,user8812@example.com,2026-01-06,delivered,7,182.61
55,908,user5884@example.com,2024-06-21,pending,2,83.44
56,904,user7606@example.com,2025-11-16,processing,10,34.16
57,470,user1696@shop.net,2024-07-24,shipped,8,487.33
58,924,user1109@shop.net,2025-01-22,shipped,8,315.37
59,607,user4792@example.com,2024-11-24,cancelled,1,322.04
60,613,user8421@shop.net,2025-05-08,pending,3,206.88
61,64,user1559@shop.net,2025-08-17,cancelled,2,346.08
62,874,user6232@example.com,2025-09-26,delivered,9,355.1
63,188,user7007@shop.net,2025-01-24,cancelled,2,436.16
64,610,user5295@example.com,2025-12-29,pending,2,24.78
65,687,user6552@example.com,2025-10-29,shipped,9,485.14
66,693,user7949@example.com,2025-03-07,pending,2,257.77
67,716,user3131@shop.net,2025-03-24,shipped,7,259.41
68,190,user8911@shop.net,2024-08-14,processing,7,221.47
69,775,user1360@shop.net,2025-03-16,delivered,6,246.79
70,105,user9794@shop.net,2025-09-09,cancelled,10,249.22
71,530,user9115@shop.net,2025-02-27,delivered,8,198.67
72,638,user9468@example.com,2025-07-06,cancelled,2,81.3
73,80,user8456@mail.com,2025-09-19,delivered,8,228.37
74,37,user8754@mail.com,2025-01-27,processing,7,186.87
75,116,user4679@mail.com,2025-12-15,pending,10,498.5
76,39,user7954@shop.net,2026-02-19,processing,2,64.17
77,243,user9366@shop.net,2026-05-02,pending,1,257.47
78,280,user9722@shop.net,2025-03-05,pending,9,23.06
79,254,user6205@example.com,2025-09-08,delivered,8,195.13
80,459,user6314@shop.net,2026-02-04,delivered,3,317.91
81,736,user7140@example.com,2025-02-12,cancelled,5,180.12
82,362,user9943@mail.com,2025-01-05,shipped,9,221.41
83,606,user2948@mail.com,2026-02-06,processing,4,143.83
84,983,user4096@mail.com,2024-10-26,delivered,8,56.58
85,869,user4399@shop.net,2025-02-24,processing,5,263.63
86,794,user7996@example.com,2025-08-21,shipped,3,361.61
87,932,user2097@example.com,2026-05-02,cancelled,6,335.87
88,406,user5833@example.com,2026-01-09,processing,1,223.66
89,793,user8954@shop.net,2025-07-28,processing,9,155.4
90,110,user2003@shop.net,2025-01-16,pending,7,68.19
91,314,user3990@shop.net,2024-11-07,processing,6,287.02
92,84,user1038@shop.net,2026-01-22,cancelled,9,461.85
93,48,user1974@example.com,2024-09-05,delivered,6,410.37
94,560,user7175@shop.net,2025-08-31,processing,5,393.92
95,346,user2292@mail.com,2024-08-03,delivered,5,184.94
96,163,user4785@example.com,2024-12-31,pending,7,196.07
97,833,user8928@mail.com,2024-08-31,processing,5,352.14
98,487,user6785@shop.net,2024-06-23,delivered,1,444.18
99,847,user8243@example.com,2026-01-15,delivered,9,330.66
100,13,user3778@shop.net,2025-06-25,processing,10,115.14
101,111,user6481@mail.com,2024-09-24,shipped,10,150.38
102,170,user1862@example.com,2025-12-23,shipped,3,448.89
103,323,user2198@example.com,2025-06-10,pending,2,446.02
104,600,user8191@mail.com,2025-09-16,cancelled,4,363.83
105,796,user7292@mail.com,2025-01-18,cancelled,10,109.8
106,61,user5375@example.com,2024-08-10,pending,7,77.57
107,212,user3442@shop.net,2026-02-27,cancelled,10,213.43
108,533,user9422@example.com,2025-07-20,pending,9,356.73
109,767,user3580@shop.net,2025-02-06,cancelled,9,354.41
110,125,user5238@shop.net,2026-05-19,pending,1,466.07
111,583,user7565@mail.com,2025-06-30,delivered,7,258.85
112,111,user6993@example.com,2024-10-01,processing,9,82.04
113,914,user6039@mail.com,2025-01-09,shipped,9,62.6
114,565,user4576@mail.com,2024-11-15,cancelled,3,373.41
115,122,user3037@example.com,2026-03-26,processing,5,436.56
116,594,user6443@shop.net,2025-07-16,processing,4,210.7
117,889,user3397@example.com,2025-12-30,delivered,9,276.64
118,199,user6109@mail.com,2025-08-13,shipped,5,401.05
119,204,user5345@mail.com,2025-09-09,delivered,1,230.96
120,813,user4529@mail.com,2026-05-08,delivered,3,265.96
121,366,user8228@mail.com,2026-01-14,processing,10,134.16
122,882,user3982@mail.com,2025-07-21,processing,5,464.69
123,793,user3495@shop.net,2025-09-15,delivered,8,190.19
124,81,user1709@mail.com,2025-10-09,pending,5,492.5
125,196,user6885@example.com,2025-10-08,processing,9,33.58
126,892,user2619@shop.net,2026-04-11,cancelled,8,489.09
127,672,user1994@shop.net,2025-07-21,delivered,3,102.97
128,332,user9321@shop.net,2025-10-19,cancelled,8,329.93
129,931,user1727@mail.com,2025-05-18,delivered,3,345.29
130,666,user5386@shop.net,2025-12-07,shipped,4,103.88
131,285,user2735@example.com,2025-09-12,delivered,7,216.55
132,720,user3367@mail.com,2024-11-11,shipped,2,414.1
133,949,user4782@shop.net,2024-08-01,cancelled,2,156.62
134,902,user7925@mail.com,2026-02-24,shipped,10,428.55
135,465,user8508@example.com,2024-09-15,pending,5,53.59
136,435,user3704@mail.com,2026-03-05,processing,4,353.33
137,827,user6782@mail.com,2026-04-19,cancelled,8,290.53
138,363,user2519@mail.com,2025-05-03,delivered,9,208.34
139,290,user7714@mail.com,2025-09-04,processing,4,298.51
140,482,user4755@example.com,2024-06-15,pending,3,68.21
141,744,user5770@mail.com,2025-10-12,processing,5,155.87
142,32,user8843@example.com,2026-04-04,cancelled,5,104.99
143,49,user8603@mail.com,2025-02-16,pending,7,63.7
144,739,user5350@shop.net,2025-01-11,cancelled,9,133.86
145,781,user1473@mail.com,2024-11-14,pending,5,197.38
146,133,user7484@shop.net,2026-01-21,processing,6,172.39
147,138,user2489@mail.com,2026-05-28,delivered,6,225.88
148,689,user2141@shop.net,2026-04-07,delivered,3,420.41
149,520,user9399@shop.net,2024-08-18,delivered,1,50.12
150,724,user9747@shop.net,2025-09-01,cancelled,5,259.45
151,928,user8674@mail.com,2024-09-19,shipped,7,148.42
152,24,user4936@shop.net,2026-03-12,cancelled,6,365.35
153,234,user2069@mail.com,2025-04-15,delivered,5,263.04
154,997,user5474@example.com,2026-03-26,processing,5,238.88
155,835,user5078@mail.com,2025-09-24,delivered,2,288.76
156,380,user3991@shop.net,2025-03-07,processing,5,286.59
157,637,user4682@mail.com,2025-01-04,shipped,9,9.8
158,140,user9377@mail.com,2026-01-23,shipped,2,55.03
159,812,user1852@mail.com,2025-02-07,delivered,1,131.62
160,196,user7192@shop.net,2024-10-30,cancelled,3,102.64
161,788,user1758@shop.net,2026-04-20,processing,10,66.56
162,945,user2317@example.com,2025-07-26,processing,8,37.79
163,917,user4173@mail.com,2025-05-11,delivered,5,104.62
164,627,user3060@example.com,2025-08-16,delivered,3,332.98
165,609,user3106@shop.net,2026-02-21,cancelled,6,162.15
166,808,user3020@shop.net,2025-11-25,pending,6,52.94
167,403,user4249@mail.com,2025-10-14,cancelled,9,426.38
168,603,user3218@shop.net,2024-12-20,cancelled,2,287.2
169,150,user1493@example.com,2026-02-05,shipped,10,110.47
170,530,user1089@shop.net,2025-08-02,processing,9,460.3
171,581,user1434@mail.com,2026-01-13,processing,8,498.38
172,158,user4565@shop.net,2025-08-22,processing,5,173.54
173,294,user6996@example.com,2024-09-28,cancelled,9,375.71
174,124,user8154@example.com,2024-07-14,processing,3,434.35
175,389,user4086@mail.com,2025-07-13,shipped,9,380.71
176,904,user6344@shop.net,2024-10-24,pending,6,76.02
177,630,user8105@example.com,2026-05-26,cancelled,1,446.01
178,164,user4990@mail.com,2025-12-04,pending,8,116.29
179,39,user3941@shop.net,2024-08-23,shipped,1,276.56
180,308,user2997@mail.com,2025-02-21,shipped,9,101.18
181,695,user4776@example.com,2025-01-12,processing,10,284.8
182,346,user9412@example.com,2024-10-16,shipped,7,423.29
183,912,user8635@example.com,2026-01-05,shipped,10,490.33
184,375,user9960@mail.com,2025-08-03,delivered,9,20.12
185,872,user8157@example.com,2024-09-19,processing,5,274.09
186,253,user2042@mail.com,2024-06-17,shipped,4,358.43
187,303,user2057@example.com,2026-02-07,delivered,10,448.62
188,969,user1625@mail.com,2026-02-06,shipped,1,100.87
189,322,user1690@shop.net,2024-06-15,processing,1,433.14
190,542,user1449@example.com,2025-01-10,cancelled,5,136.3
191,470,user6230@shop.net,2025-01-12,shipped,10,339.82
192,326,user5540@example.com,2026-02-23,cancelled,9,370.86
193,764,user3965@shop.net,2025-04-01,cancelled,1,334.64
194,723,user2871@shop.net,2025-04-01,pending,8,87.64
195,89,user6649@shop.net,2026-05-26,shipped,4,180.07
196,132,user7893@shop.net,2025-04-24,cancelled,1,138.78
197,906,user5449@shop.net,2025-11-06,pending,7,237.21
198,95,user9896@mail.com,2025-03-18,delivered,6,116.08
199,224,user3525@mail.com,2025-05-21,cancelled,8,97.61
200,307,user6732@example.com,2025-03-13,processing,5,29.05
201,817,user2158@shop.net,2024-10-04,shipped,6,155.76
202,38,user5737@example.com,2025-10-22,pending,4,490.86
203,496,user9601@example.com,2026-01-12,delivered,9,441.77
204,600,user2682@example.com,2025-08-06,pending,10,171.11
205,388,user3698@example.com,2025-10-06,cancelled,1,399.26
206,21,user1837@shop.net,2025-04-13,cancelled,7,480.4
207,960,user1731@example.com,2025-11-08,shipped,3,162.17
208,218,user9983@example.com,2025-08-24,shipped,2,50.43
209,358,user3614@mail.com,2026-02-25,shipped,10,118.53
210,405,user1031@mail.com,2026-01-22,delivered,5,118.22
211,363,user9914@example.com,2025-02-27,processing,4,477.87
212,504,user2029@example.com,2025-01-12,processing,8,37.55
213,921,user2040@mail.com,2025-02-01,pending,10,228.07
214,565,user5503@mail.com,2026-03-30,pending,9,140.34
215,406,user5040@mail.com,2025-10-21,processing,8,83.06
216,650,user3607@mail.com,2025-07-30,shipped,7,75.82
217,275,user4093@mail.com,2024-12-25,pending,9,229.95
218,354,user8876@shop.net,2025-03-22,pending,8,417.73
219,958,user9290@example.com,2025-02-26,cancelled,3,300.18
220,522,user2137@mail.com,2025-06-23,processing,7,165.64
221,393,user4187@example.com,2024-06-18,cancelled,2,426.45
222,782,user7780@shop.net,2024-12-07,processing,6,139.39
223,340,user8322@mail.com,2026-01-17,shipped,9,401.24
224,638,user9643@mail.com,2025-04-21,cancelled,8,89.58
225,813,user4233@mail.com,2024-07-19,shipped,6,182.81
226,805,user2756@mail.com,2025-11-30,processing,4,41.95
227,438,user6605@shop.net,2026-03-02,shipped,7,394.31
228,31,user9522@shop.net,2024-09-24,processing,1,211.8
229,13,user4459@shop.net,2024-06-22,delivered,9,288.22
230,223,user3740@example.com,2024-09-07,pending,5,425.13
231,447,user2835@mail.com,2024-08-18,cancelled,5,165.17
232,750,user4317@example.com,2024-11-26,cancelled,6,294.22
233,610,user5495@mail.com,2024-07-03,cancelled,7,174.6
234,106,user7169@example.com,2025-02-12,processing,2,158.71
235,286,user3961@shop.net,2025-01-30,delivered,8,260.66
236,209,user3053@mail.com,2025-03-19,processing,1,279.53
237,386,user4116@shop.net,2026-06-03,processing,6,203.95
238,879,user3960@example.com,2026-03-23,shipped,4,264.44
239,503,user7724@example.com,2024-06-20,delivered,9,80.25
240,353,user3418@example.com,2025-09-19,processing,6,37.34
241,607,user9587@example.com,2024-11-09,delivered,7,71.39
242,830,user4009@shop.net,2026-01-12,pending,2,418.87
243,530,user6186@example.com,2025-06-05,pending,2,181.19
244,188,user6525@mail.com,2025-11-20,pending,4,314.78
245,3,user7238@example.com,2025-04-24,processing,8,349.21
246,541,user3060@shop.net,2024-10-02,cancelled,1,303.81
247,985,user5297@example.com,2026-05-19,shipped,5,161.6
248,455,user2708@shop.net,2025-03-26,delivered,3,409.42
249,913,user7896@mail.com,2026-06-07,shipped,10,184.89
250,43,user8975@mail.com,2026-03-28,shipped,3,481.77
251,442,user3462@example.com,2024-10-24,cancelled,3,454.61
252,421,user3456@mail.com,2025-11-09,processing,2,99.19
253,926,user6008@mail.com,2025-02-20,pending,10,105.87
254,196,user8214@example.com,2025-10-28,processing,6,100.43
255,758,user2368@mail.com,2024-09-24,processing,9,165.58
256,666,user3736@shop.net,2026-04-01,cancelled,3,469.5
257,615,user8957@example.com,2024-09-03,delivered,2,249.52
258,247,user9214@mail.com,2024-07-27,cancelled,3,419.27
259,271,user4683@mail.com,2025-03-13,shipped,3,83.96
260,823,user6344@example.com,2025-08-06,cancelled,3,201.7
261,625,user6412@mail.com,2024-11-09,cancelled,5,209.15
262,75,user6922@example.com,2024-08-21,pending,3,474.99
263,455,user4850@shop.net,2024-12-27,shipped,4,31.74
264,308,user6901@shop.net,2025-08-12,processing,7,17.08
265,125,user5195@example.com,2024-07-25,delivered,4,405.63
266,826,user2059@example.com,2026-05-10,shipped,3,31.2
267,514,user6352@mail.com,2024-12-20,shipped,4,278.9
268,145,user7470@shop.net,2024-09-02,processing,9,0.77
269,982,user1465@shop.net,2025-06-22,shipped,4,67.4
270,535,user1459@shop.net,2024-12-21,delivered,10,164.8
271,930,user6260@example.com,2025-01-26,pending,6,255.52
272,298,user5933@example.com,2024-10-20,cancelled,2,457.48
273,377,user4674@mail.com,2025-02-22,delivered,4,80.03
274,583,user2363@mail.com,2026-01-14,shipped,10,136.34
275,361,user1212@example.com,2024-08-08,pending,9,68.78
276,784,user2852@mail.com,2024-06-18,processing,8,93.85
277,477,user3797@shop.net,2025-04-03,shipped,7,70.08
278,885,user8378@example.com,2026-04-27,pending,4,458.04
279,323,user6891@shop.net,2024-07-24,processing,3,332.86
280,592,user7557@shop.net,2026-01-21,pending,9,365.58
281,361,user3108@shop.net,2025-05-07,cancelled,4,436.97
282,255,user7817@shop.net,2024-12-14,delivered,2,278.79
283,59,user4140@shop.net,2025-01-09,delivered,3,283.71
284,864,user1801@example.com,2025-01-13,delivered,3,3.77
285,780,user9204@example.com,2025-05-04,cancelled,6,71.94
286,985,user1799@example.com,2024-12-20,pending,8,388.04
287,703,user3297@mail.com,2026-03-14,pending,6,478.82
288,60,user1708@example.com,2025-11-16,processing,10,428.47
289,707,user4823@example.com,2024-08-22,processing,3,295.2
290,298,user7952@example.com,2025-06-14,pending,10,12.83
291,735,user8091@mail.com,2025-09-23,processing,4,408.49
292,745,user7702@mail.com,2026-03-22,processing,5,442.23
293,639,user6042@mail.com,2026-02-02,pending,4,21.96
294,404,user3842@mail.com,2025-03-22,shipped,6,174.69
295,718,user7144@shop.net,2025-08-06,processing,3,28.11
296,540,user8534@mail.com,2025-10-14,cancelled,9,103.03
297,892,user2435@shop.net,2026-04-08,shipped,6,290.98
298,101,user2923@mail.com,2025-06-17,pending,2,339.83
299,106,user6757@example.com,2026-01-31,pending,5,224.22
300,753,user8816@mail.com,2025-10-14,pending,9,47.13
301,690,user2478@example.com,2025-09-10,cancelled,9,26.66
302,241,user1849@example.com,2025-08-20,processing,4,435.7
303,875,user8694@example.com,2026-05-04,shipped,1,64.87
304,808,user2398@example.com,2025-04-07,pending,8,390.72
305,718,user7606@shop.net,2025-04-29,processing,9,250.12
306,550,user4777@example.com,2025-04-29,pending,5,440.2
307,885,user2553@shop.net,2025-11-02,delivered,7,304.5
308,887,user2827@example.com,2026-05-17,shipped,6,328.75
309,270,user7478@mail.com,2024-06-22,shipped,1,255.56
310,935,user8732@shop.net,2025-04-12,processing,4,362.25
311,994,user7839@shop.net,2025-12-08,processing,3,398.21
312,314,user9208@example.com,2024-09-26,cancelled,8,418.13
313,196,user8177@shop.net,2024-12-06,shipped,9,105.89
314,505,user8597@shop.net,2025-02-04,pending,1,187.49
315,39,user7097@shop.net,2025-03-19,processing,3,162.33
316,306,user8146@shop.net,2025-10-11,shipped,4,57.45
317,331,user3752@shop.net,2025-07-22,pending,7,267.3
318,243,user8915@mail.com,2026-05-23,shipped,10,465.6
319,229,user5876@shop.net,2024-09-30,shipped,6,20.29
320,207,user2817@example.com,2025-08-19,processing,1,390.09
321,164,user8636@shop.net,2024-10-29,pending,9,370.48
322,271,user5089@shop.net,2024-09-08,shipped,8,88.07
323,350,user8017@example.com,2025-04-30,processing,10,102.56
324,141,user2079@example.com,2026-04-27,processing,10,390.24
325,609,user1887@shop.net,2024-08-30,shipped,7,278.3
326,407,user3389@example.com,2025-10-15,shipped,1,50.87
327,373,user2948@shop.net,2025-11-25,shipped,4,48.17
328,721,user8202@mail.com,2026-02-21,cancelled,6,421.42
329,375,user2863@example.com,2025-07-01,pending,8,199.2
330,919,user2237@example.com,2026-04-21,cancelled,7,239.86
331,784,user9498@example.com,2025-06-22,shipped,2,163.53
332,42,user8026@example.com,2025-04-17,cancelled,3,98.81
333,618,user2949@shop.net,2026-05-23,pending,1,419.3
334,201,user9287@example.com,2025-12-16,pending,7,498.41
335,377,user1665@example.com,2024-07-15,delivered,4,431.54
336,674,user8755@shop.net,2025-12-24,shipped,9,327.56
337,806,user4944@example.com,2025-02-13,shipped,3,169.35
338,67,user7890@shop.net,2025-04-19,delivered,1,143.98
339,698,user6766@mail.com,2024-06-17,pending,6,424.33
340,48,user4049@mail.com,2025-02-10,cancelled,3,131.03
341,882,user5582@mail.com,2024-12-14,delivered,4,476.07
342,403,user7161@example.com,2025-12-26,delivered,8,142.41
343,604,user4481@shop.net,2024-08-01,cancelled,4,490.86
344,217,user4556@example.com,2026-03-17,shipped,3,265.58
345,897,user3566@example.com,2025-12-04,cancelled,5,475.96
346,273,user4552@mail.com,2026-02-24,cancelled,2,136.11
347,219,user1255@mail.com,2026-05-27,cancelled,2,446.91
348,397,user2440@mail.com,2025-04-21,delivered,6,47.2
349,472,user7347@example.com,2026-06-08,cancelled,3,153.03
350,679,user8233@shop.net,2026-01-19,cancelled,10,411.62
351,406,user5121@mail.com,2025-03-30,shipped,8,493.19
352,223,user6765@example.com,2025-07-21,cancelled,6,1.33
353,953,user6251@shop.net,2026-05-10,pending,2,22.12
354,851,user7213@shop.net,2025-06-13,delivered,8,348.07
355,614,user1331@mail.com,2026-04-12,pending,10,257.39
356,389,user3936@example.com,2026-01-18,pending,5,121.88
357,475,user2678@example.com,2025-07-12,delivered,9,262.1
358,827,user5492@example.com,2026-02-01,delivered,9,89.41
359,944,user1792@shop.net,2025-12-09,processing,10,5.79
360,838,user6126@example.com,2025-01-26,processing,7,6.65
361,916,user4378@mail.com,2024-08-30,cancelled,9,208.65
362,259,user3230@mail.com,2026-04-18,delivered,10,237.28
363,256,user8973@shop.net,2025-03-13,shipped,1,114.6
364,737,user6917@mail.com,2024-07-07,delivered,10,45.91
365,707,user3066@shop.net,2025-07-29,shipped,7,370.42
366,873,user2034@mail.com,2025-01-08,shipped,6,37.52
367,674,user7550@mail.com,2024-10-14,pending,8,253.11
368,17,user7565@shop.net,2025-01-24,delivered,10,221.14
369,305,user9270@shop.net,2025-05-11,shipped,4,326.6
370,506,user1914@mail.com,2024-08-12,delivered,5,52.72
371,332,user5300@example.com,2025-08-21,processing,1,129.98
372,157,user2964@mail.com,2026-05-02,cancelled,7,131.11
373,425,user9206@mail.com,2026-05-02,processing,8,367.11
374,423,user4871@mail.com,2024-07-14,cancelled,5,133.23
375,385,user9893@mail.com,2026-01-08,pending,5,129.27
376,12,user9801@example.com,2025-10-24,pending,7,70.62
377,194,user9642@example.com,2026-04-25,cancelled,6,153.67
378,666,user1297@shop.net,2026-04-17,pending,6,229.02
379,264,user4395@example.com,2025-04-28,delivered,7,32.92
380,437,user4048@example.com,2025-06-22,pending,8,200.63
381,641,user9182@mail.com,2025-08-28,pending,7,67.44
382,231,user5138@shop.net,2026-01-28,cancelled,7,437.08
383,274,user3869@mail.com,2026-01-21,cancelled,5,20.12
384,681,user9650@mail.com,2024-06-29,pending,9,220.3
385,337,user8074@shop.net,2026-02-10,cancelled,2,169.37
386,490,user9990@shop.net,2025-10-06,shipped,5,24.76
387,609,user2524@example.com,2025-05-16,processing,4,442.54
388,712,user9055@mail.com,2026-02-26,cancelled,9,264.8
389,367,user5645@example.com,2025-12-10,processing,1,122.93
390,751,user1722@mail.com,2025-09-16,pending,4,330.35
391,825,user2184@example.com,2025-01-20,cancelled,4,174.6
392,484,user6201@mail.com,2025-05-23,processing,5,83.52
393,546,user2274@example.com,2025-02-22,processing,7,379.76
394,681,user8500@mail.com,2026-02-16,processing,8,147.6
395,727,user5751@mail.com,2024-11-24,cancelled,10,498.15
396,516,user9470@shop.net,2024-07-06,cancelled,8,400.82
397,900,user7855@mail.com,2026-03-08,pending,6,96.79
398,78,user9903@example.com,2025-08-04,delivered,8,67.69
399,993,user3907@shop.net,2024-08-08,pending,7,345.53
400,471,user1561@shop.net,2025-02-24,cancelled,8,433.05
401,634,user6982@shop.net,2025-02-05,cancelled,8,243.35
402,319,user7437@mail.com,2024-12-15,processing,6,129.35
403,59,user1965@mail.com,2026-04-26,processing,5,11.94
404,530,user2656@example.com,2024-08-12,shipped,3,117.86
405,525,user3852@shop.net,2026-02-20,cancelled,5,94.05
406,525,user3916@mail.com,2025-04-12,processing,4,330.8
407,619,user3179@example.com,2025-10-27,cancelled,6,160.58
408,523,user6168@mail.com,2024-12-28,delivered,7,212.55
409,209,user3639@shop.net,2025-02-13,pending,10,316.73
410,203,user2683@example.com,2026-03-26,pending,5,8.73
411,470,user8590@example.com,2025-09-26,pending,5,406.94
412,875,user4044@mail.com,2024-11-12,shipped,6,54.68
413,179,user8189@mail.com,2025-01-14,processing,7,200.22
414,929,user7698@mail.com,2024-07-04,pending,3,158.22
415,863,user3791@shop.net,2024-10-23,shipped,10,334.14
416,355,user6918@example.com,2026-01-02,shipped,4,469.48
417,530,user1028@mail.com,2026-03-21,delivered,8,487.75
418,191,user3485@mail.com,2025-01-16,shipped,7,214.85
419,617,user8890@example.com,2025-02-04,processing,10,0.32
420,274,user1744@example.com,2025-12-17,pending,8,180.22
421,23,user7425@example.com,2024-08-26,delivered,9,176.43
422,285,user9727@shop.net,2025-10-19,delivered,7,293.44
423,627,user3534@example.com,2026-02-26,cancelled,1,136.99
424,308,user6836@mail.com,2024-10-02,cancelled,6,469.79
425,493,user7812@example.com,2025-07-07,pending,9,79.24
426,942,user8044@mail.com,2025-10-05,pending,4,73.35
427,260,user4136@mail.com,2026-01-21,delivered,7,305.48
428,365,user4041@mail.com,2024-07-24,shipped,9,208.3
429,89,user7993@shop.net,2025-08-13,shipped,7,424.62
430,447,user6085@shop.net,2024-06-13,cancelled,10,24.87
431,256,user4840@shop.net,2026-05-12,shipped,5,408.16
432,129,user5622@shop.net,2025-07-13,shipped,8,192.83
433,542,user3283@mail.com,2024-12-11,processing,8,127.73
434,647,user8966@mail.com,2025-09-15,delivered,3,208.61
435,576,user1859@mail.com,2026-04-08,cancelled,4,148.5
436,147,user5836@example.com,2025-07-30,processing,6,246.16
437,72,user1343@shop.net,2025-11-24,cancelled,9,435.3
438,387,user5637@mail.com,2026-05-17,processing,7,142.71
439,63,user5489@example.com,2025-04-22,delivered,10,224.09
440,363,user3905@example.com,2024-10-25,pending,10,284.02
441,673,user9274@mail.com,2024-08-26,pending,1,322.93
442,546,user9723@example.com,2024-11-09,processing,1,362.46
443,60,user7168@example.com,2024-12-27,shipped,7,463.54
444,325,user5607@example.com,2025-01-29,pending,9,94.06
445,58,user2580@shop.net,2025-11-06,pending,4,76.18
446,92,user8306@example.com,2025-02-19,processing,8,90.38
447,175,user5123@example.com,2025-01-29,shipped,2,33.07
448,760,user1476@mail.com,2026-02-07,processing,2,490.37
449,606,user1242@shop.net,2024-09-06,delivered,5,421.11
450,835,user6694@mail.com,2024-10-16,cancelled,10,179.92
451,300,user4598@example.com,2025-06-22,pending,3,112.58
452,800,user4725@mail.com,2025-08-24,processing,7,105.33
453,696,user9904@shop.net,2025-10-21,delivered,10,341.1
454,825,user9292@shop.net,2025-01-02,processing,2,130.62
455,492,user5502@example.com,2025-03-24,shipped,6,307.39
456,145,user7644@mail.com,2025-04-27,cancelled,6,237.5
457,334,user5411@mail.com,2025-02-22,pending,7,426.45
458,851,user9091@shop.net,2025-11-19,pending,2,26.54
459,808,user6556@shop.net,2025-09-30,pending,10,282.5
460,210,user8884@shop.net,2024-09-09,shipped,6,457.08
461,978,user6306@mail.com,2024-11-02,delivered,8,339.39
462,268,user6769@mail.com,2025-10-07,pending,10,79.74
463,128,user1250@example.com,2024-08-24,pending,8,139.29
464,507,user6817@mail.com,2025-04-25,cancelled,1,91.57
465,514,user8620@shop.net,2025-02-02,delivered,9,173.28
466,900,user9230@mail.com,2024-09-15,delivered,9,149.92
467,992,user1583@shop.net,2025-01-18,cancelled,3,460.3
468,856,user8726@mail.com,2025-06-27,pending,9,389.41
469,203,user9940@mail.com,2026-03-27,delivered,1,267.3
470,216,user2403@mail.com,2025-03-06,pending,9,96.8
471,690,user7344@shop.net,2026-02-15,delivered,9,413.1
472,207,user8641@mail.com,2025-03-23,pending,7,15.14
473,916,user9445@mail.com,2026-01-13,shipped,3,321.54
